"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q_RecaptchaScore","consent_q","att1","att2","Q219_First.Click","Q219_Last.Click","Q219_Page.Submit","Q219_Click.Count","vA_sue_AV_1","vB_mnfctr_liab_1_AV_1","vB_mnfctr_liab_2_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1_1","vB_cntrfctl_AV_2_1","Q220_First.Click","Q220_Last.Click","Q220_Page.Submit","Q220_Click.Count","vA_sue_1","vB_mnfctr_liab_1_1","vB_mnfctr_liab_2_1","vA_cntrfctl_1","vB_cntrfctl_1_1","vB_cntrfctl_2_1","counterfactual_HDV","counterfactual_AV","coder_1","coder_2","category_coder1","category_coder2","comp1","comp_accident","cruise_familiarity","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT"
"10/29/24 12:27","10/29/24 12:36",0,"NA",100,486,1,"10/29/24 12:36","R_3CW5KnRAlFoaDOQ",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,43.738,0,100,10,5,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only Vehicle A saw the pedestrian and stopped before hitting them. If only the pedestrian had not crossed the street when they did",1,1,NA,NA,1,1,2,61,1,"",28,3,""
"10/29/24 12:31","10/29/24 12:37",0,"NA",100,389,1,"10/29/24 12:37","R_3HuHLGg57NHtsf0",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,61.969,0,100,60,20,100,60,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","The driver of vehicle A had stopped before hitting the pedestrian.
The pedestrian had waited to cross when the vehicles had passed.",1,1,NA,NA,1,1,2,0,2,"",47,3,""
"10/29/24 12:34","10/29/24 12:37",0,"NA",100,205,1,"10/29/24 12:37","R_3Oe771woJMWEIHT",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,34.309,0,100,100,100,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only our society was not so car-centered. If only there were more protections in place for pedestrians. ",1,1,NA,NA,1,1,2,50,2,"",30,4,""
"10/29/24 12:33","10/29/24 12:39",0,"NA",100,375,1,"10/29/24 12:39","R_17eSoNdMyXWtshH",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,19.368,56.087,58.088,7,100,0,0,99,19,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only I would have waited for the light to turn red and for traffic to be still before crossing.",1,1,NA,NA,1,1,2,28,2,"",38,3,""
"10/29/24 12:38","10/29/24 12:42",0,"NA",100,241,1,"10/29/24 12:42","R_5tETPMtpN4VJJiu",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36.375,0,95,11,0,100,18,22,"If only they would have waited before crossing the street.
If only the car A would have stopped in time.","",1,1,NA,NA,2,1,2,0,2,"",43,1,""
"10/29/24 12:35","10/29/24 12:45",0,"NA",100,602,1,"10/29/24 12:45","R_5equ8uT1uldTtl8",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.009,74.754,77.782,2,0,0,0,68,61,61,"If only the pedestrian would have not walked across fifth street.  If only the pedestrian was paying more attention to his/her seroundings.","",1,1,NA,NA,1,1,2,0,1,"",46,4,""
"10/29/24 12:44","10/29/24 12:48",0,"NA",100,239,1,"10/29/24 12:48","R_5GZlKCzD6qFnvz3",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.118,34.894,35.985,8,6,0,20,61,21,62,"If only our family member paid attention.
If only the two cars understood that pedestrians have the right of way.","",1,1,NA,NA,2,1,2,60,2,"",35,4,""
"10/29/24 12:43","10/29/24 12:50",0,"NA",100,456,1,"10/29/24 12:50","R_6NJTci1PUb7ytUd",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,69.427,0,97,8,3,71,28,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only that driver had been paying attention to where he was going.
If only drivers could slow down and watch out for pedestrians.",1,1,NA,NA,1,1,2,0,1,"",32,3,""
"10/29/24 12:50","10/29/24 12:56",0,"NA",100,355,1,"10/29/24 12:56","R_1EznywrQlQ0mFSO",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,73.201,0,85,25,10,95,50,50,"vehicle A was paying more attention. 
he/she paid more attention before crossing to make sure no cars where coming. ","",1,1,NA,NA,2,1,2,81,2,"",40,4,""
"10/29/24 13:02","10/29/24 13:09",0,"NA",100,388,1,"10/29/24 13:09","R_3hASQ9TLeYI8JWW",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.347,56.321,58.561,2,100,0,0,100,55,55,"if only the pedestrian had not been crossing the intersection at that particular time and place. If only car A had paid more attention and applied its breaks. If only the pedestrian had waited for car a to pass.","",1,1,NA,NA,2,1,2,20,1,"",50,4,""
"10/29/24 13:07","10/29/24 13:14",0,"NA",100,388,1,"10/29/24 13:14","R_7WVfplU35l3ZI4I",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,25.679,0,100,50,21,100,21,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only vehicle A was watching what he/she was doing they wouldn't have hit my baby and had him get hit again by another car. You always supposed to not only watch out for other cars on the road but the people crossing the street as well. Vehicle A could've switched lanes later down the road if he would've did that then he wouldn't have hit my baby and had my baby hit by another car as well.",1,1,NA,NA,1,1,1,94,2,"",33,3,""
"10/29/24 13:09","10/29/24 13:17",0,"NA",100,479,1,"10/29/24 13:17","R_7IcnHA3Nh05UjzK",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,86.661,0,97,8,0,92,74,10,"If only vehicle A had been watching what they were doing, it wouldn't have hit them. If only the pedestrian had seen vehicle A and been able to get out of the way.","",1,1,NA,NA,2,1,2,58,2,"",53,3,""
"10/29/24 13:12","10/29/24 13:18",0,"NA",100,347,1,"10/29/24 13:18","R_1rs0ucOxy36htrr",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,43.548,0,100,0,0,99,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only they had applied the breaks sooner.
if only they were cautious to pedestrians.",1,2,NA,NA,1,1,2,20,2,"",25,1,""
"10/29/24 13:14","10/29/24 13:20",0,"NA",100,360,1,"10/29/24 13:20","R_1uq9QysulVYuLhM",NA,NA,NA,NA,"NA","NA","anonymous","EN",0.600000024,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,64.182,0,50,3,0,51,50,50,"the cars would have stopped, the pedestrian would have waited for them to pass","",1,1,NA,NA,2,1,2,50,2,"",51,2,""
"10/29/24 13:23","10/29/24 13:27",0,"NA",100,226,1,"10/29/24 13:27","R_1CZeK0s7VVI6mxb",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,47.524,0,100,0,0,100,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only Driver A had been paying attention
If only the pedestrian hadn't tried to cross the street",1,1,NA,NA,1,1,2,15,2,"",46,3,""
"10/29/24 13:21","10/29/24 13:27",0,"NA",100,386,1,"10/29/24 13:27","R_5WD0s6mX8WxBaGa",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43.718,0,34,30,16,33,27,44,"I picked him up. I told him to wait for me to get there.","",1,1,NA,NA,2,1,2,37,1,"",42,3,""
"10/29/24 13:28","10/29/24 13:35",0,"NA",100,393,1,"10/29/24 13:35","R_5fvwUj4WNom2O9b",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63.249,0,82,18,30,76,10,18,"If only they were paying more attention this would not have happened.
If only they were driving slower this would have been prevented.","",1,1,NA,NA,2,1,2,15,1,"",39,1,""
"10/29/24 13:31","10/29/24 13:38",0,"NA",100,414,1,"10/29/24 13:38","R_5DHqeKyG6tOC0fv",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,59.778,0,71,0,0,91,98,100,"...the two drivers were more careful and watched where they were going.

...the (Pedestrian) looked for the oncoming cars. ","",1,1,NA,NA,2,1,2,43,1,"",55,4,""
"10/29/24 13:44","10/29/24 13:47",0,"NA",100,217,1,"10/29/24 13:47","R_6ruDvAFcV2PBtQE",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,41.149,0,60,100,96,100,100,100,"the drivers had been paying attention.  our family member had been watching.","",1,1,NA,NA,2,2,2,40,2,"",44,3,""
"10/29/24 13:46","10/29/24 13:49",0,"NA",100,230,1,"10/29/24 13:49","R_6gakGvmFyI2SHVD",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,10.183,0,70,100,100,60,79,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only people were paying attention. If only I could have done something more",1,1,NA,NA,1,2,2,60,2,"",48,2,""
"10/29/24 13:47","10/29/24 13:52",0,"NA",100,279,1,"10/29/24 13:52","R_3PUfos2U6wzLxve",NA,NA,NA,NA,"NA","NA","anonymous","EN",0.800000012,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34.665,0,50,0,0,50,50,40,"they had waited at the light. if only they didn't go that way that day","",1,1,NA,NA,2,1,2,0,2,"",55,4,""
"10/29/24 14:01","10/29/24 14:05",0,"NA",100,270,1,"10/29/24 14:05","R_5EyBfBp6DRicdep",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40.189,0,62,0,1,67,16,16,"if only they did not go out that day. If only the light did not turn green at that time.","",1,1,NA,NA,2,1,2,17,1,"",24,4,""
"10/29/24 13:51","10/29/24 14:05",0,"NA",100,888,1,"10/29/24 14:05","R_6OqzEaT1lXk71PQ",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,271.625,0,100,65,40,100,70,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only did were watching and paying more attention, the outcome would be different.
If only the first vehicle hadn't hit them, they would be fine now.",1,1,NA,NA,1,1,2,70,1,"",37,4,""
"10/29/24 13:57","10/29/24 14:13",0,"NA",100,928,1,"10/29/24 14:13","R_6yp9IcdLE7y8jjo",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,2.123,17.029,157.487,4,28,25,25,68,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","...the light changed a few seconds later.
...the driver had paid more attention.",1,1,NA,NA,1,1,2,25,1,"",40,6,""
"10/29/24 14:12","10/29/24 14:24",0,"NA",100,714,1,"10/29/24 14:24","R_6obSN8MPG5vEMM5",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,3.252,0,100,50,45,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the person that in car A wouldve applied the brakes and at least attempted to stop the pedstrian might have been living still. ",1,1,NA,NA,1,1,2,16,2,"",31,3,""
"10/29/24 14:36","10/29/24 14:39",0,"NA",100,190,1,"10/29/24 14:39","R_78Dku7lvU234et3",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.76,0,50,50,50,50,50,50,"he hadn't left the building, or the cars hadn't been there at taht time","",1,1,NA,NA,2,1,2,0,2,"",37,4,""
"10/29/24 14:19","10/29/24 14:44",0,"NA",100,1503,1,"10/29/24 14:44","R_3TLNcD6YhyRF1iF",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,691.81,0,20,0,0,70,40,30,"If only the cars were paying attention.
If only my loved one looked before they crossed.","",1,1,NA,NA,2,1,2,20,2,"",35,4,""
"10/29/24 14:41","10/29/24 14:48",0,"NA",100,401,1,"10/29/24 14:48","R_6PFsD4RKloNAd7K",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.769,58.769,59.646,1,100,25,20,100,100,100,"If only both cars looked before proceeding to make sure the crosswalk was clear. If only they accelerated more slowly and were aware of their surroundings. ","",1,1,NA,NA,2,1,2,5,1,"",51,4,""
"10/29/24 14:43","10/29/24 14:50",0,"NA",100,416,1,"10/29/24 14:50","R_6M81xnn69usRyPn",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0.627,16.074,72.539,2,46,48,45,60,55,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only Joey wouldn't have tried to cross the street when the cars were advancing, he might not have gotten hurt. I hesitate to blame the Driver A and Car B. They were going relatively slow, and in the case of B, did try to brake. ",1,1,NA,NA,1,1,2,60,2,"",65,4,""
"10/29/24 14:59","10/29/24 15:08",0,"NA",100,557,1,"10/29/24 15:08","R_6E6wJJGNwdimBjg",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.776,93.814,95.603,4,82,0,0,100,20,20,"If only their family member had been more careful and had paid attention to the traffic lights and not walked out onto the street with cars coming.  If only the driver of Vehicle A had been paying closer attention to the crosswalk area and had not been  driving so fast and had braked.","",1,1,NA,NA,2,1,2,0,2,"",66,3,""
"10/29/24 15:05","10/29/24 15:09",0,"NA",100,246,1,"10/29/24 15:09","R_5JFqaExx4NsZMBs",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,28.402,28.402,35.801,1,75,20,30,77,30,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only the driver could've applied the brakes quicker, our family member would not have been hit.",1,1,NA,NA,1,1,2,30,1,"",31,3,""
"10/29/24 15:10","10/29/24 15:15",0,"NA",100,275,1,"10/29/24 15:15","R_1TnOfF341GeV9L1",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,42.462,0,100,0,0,92,30,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","if only the road had clearer pedestrian crossing lights

if only i had asked them not to go into town that day",1,1,NA,NA,1,1,2,0,2,"",56,4,""
"10/29/24 15:12","10/29/24 15:18",0,"NA",100,334,1,"10/29/24 15:18","R_3EDVMZez6Qhlqyr",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,52.244,0,94,10,9,97,28,29,"Vehicle A had applied his brake before hitting the pedestrian.  Vehicle A Had watched where they were going.","",1,1,NA,NA,2,1,2,7,1,"",58,1,""
"10/29/24 15:15","10/29/24 15:19",0,"NA",100,276,1,"10/29/24 15:19","R_3PHLwBiHehmQmQ1",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.735,3.38,5.169,3,72,50,27,65,36,44,"i Hadnt Been Hit By A Car / i Waited to Cross the Street","",1,1,NA,NA,2,1,2,29,1,"",37,3,""
"10/29/24 15:14","10/29/24 15:24",0,"NA",100,551,1,"10/29/24 15:24","R_1aQyh9yNnRG1HzP",NA,NA,NA,NA,"NA","NA","anonymous","EN",0.699999988,1,2,2,0,0,72.369,0,0,0,0,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only our dumbass family member had looked both ways before crossing the street.
If only that moron had waited for the ""walk"" sign at the crosswalk instead of trying to cross with traffic moving. If he lives, maybe we can learn him how to play dodgeball?",1,1,NA,NA,1,1,2,0,1,"",34,4,""
"10/29/24 15:27","10/29/24 15:32",0,"NA",100,321,1,"10/29/24 15:32","R_7HMT8XqRtybqr7o",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.211,100.655,104.938,50,31,13,14,62,54,31,"If only so and so hadnt crossed the street in front of two cars.","",1,1,NA,NA,2,1,2,16,2,"",39,4,""
"10/29/24 15:44","10/29/24 15:47",0,"NA",100,219,1,"10/29/24 15:47","R_3OxlhjrcOWnf23V",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,43.735,0,76,82,76,77,76,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","if only cities were built to better accomodate pedestrians",1,1,NA,NA,1,1,2,81,2,"",36,3,""
"10/29/24 15:50","10/29/24 15:56",0,"NA",100,340,1,"10/29/24 15:56","R_1coKHfYsTWDiKH4",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.345,26.345,73.618,1,100,0,0,100,0,20,"If only he or she hadn't been walking they would still be alive.","",1,1,NA,NA,2,1,2,0,1,"",38,3,""
"10/29/24 15:54","10/29/24 16:14",0,"NA",100,1215,1,"10/29/24 16:14","R_53rPYHLyHy0TwNm",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,839.992,0,92,2,4,95,56,34,"If only he hadn't gone to work that day.  If only we'd taken the train like we'd planned.","",1,1,NA,NA,2,1,2,5,2,"",42,4,""
"10/29/24 16:13","10/29/24 16:18",0,"NA",100,300,1,"10/29/24 16:18","R_1n9B68hGFXisFMJ",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.119,41.119,47.383,1,100,0,0,100,10,0,"If only he didn't walk this route that day. If only he left the house a few minutes later or earlier","",1,1,NA,NA,2,1,2,7,2,"",31,2,""
"10/29/24 16:11","10/29/24 16:20",0,"NA",100,516,1,"10/29/24 16:20","R_5HHdxG6em9WJr5a",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,174.703,0,95,15,5,70,90,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only vehicle A was paying attention.
If only only vehicle A hit their brakes.",1,1,NA,NA,1,1,2,70,1,"",28,4,""
"10/29/24 16:43","10/29/24 16:50",0,"NA",100,402,1,"10/29/24 16:50","R_6U3LEAqEa6GUS65",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,52,0,0,0,0,100,100,100,"she/he had been paying attention.  ","",1,1,NA,NA,2,1,2,0,2,"",60,2,""
"10/29/24 16:46","10/29/24 16:55",0,"NA",100,536,1,"10/29/24 16:55","R_5pgtv7kUIIKGFcs",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,6.273,100.626,104.508,5,58,17,13,91,28,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","""If only Vehicle A had braked before/while striking our family member and sending them into the path of another vehicle.""

""If only our family member hadn't walked into the crosswalk while there was oncoming traffic.""",1,1,NA,NA,1,1,2,7,2,"",28,3,""
"10/29/24 17:24","10/29/24 17:28",0,"NA",100,243,1,"10/29/24 17:28","R_59kBtXTSWh9S0ud",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,81.987,0,100,0,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only they had not gone walking that day. If only they had waited for the cars to cross. ",1,1,NA,NA,1,1,2,33,1,"",43,4,""
"10/29/24 17:28","10/29/24 17:33",0,"NA",100,277,1,"10/29/24 17:33","R_6UYOaLk2etHSdm5",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,38.497,0,100,13,0,100,76,63,"If only vehicle A hit their brakes. If only pedestrian looked before crossing.","",1,1,NA,NA,2,1,2,24,2,"",36,5,""
"10/29/24 18:05","10/29/24 18:10",0,"NA",100,313,1,"10/29/24 18:10","R_5GEb46EJ5VKc6cA",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.43,47.347,48.886,6,100,0,0,100,13,3,"If only the driver was paying attention. If only the pedestrian stopped until it was clear for them to cross.","",1,1,NA,NA,2,1,2,9,1,"",28,1,""
"10/29/24 18:10","10/29/24 18:13",0,"NA",100,156,1,"10/29/24 18:13","R_3SW6bvuHSE9FloB",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,0,0,1.976,0,100,0,0,83,64,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","If only vehicle A didn't hit the pedestrian.",1,1,NA,NA,1,1,2,60,1,"",26,1,""
"10/29/24 18:11","10/29/24 18:14",0,"NA",100,159,1,"10/29/24 18:14","R_3JLxy2hb5RAcOSK",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.707,18.591,24.371,3,100,0,0,23,22,16,"If only he hadn’t stepped into the crosswalk. If only he hadn’t been flung in front of another car.","",1,1,NA,NA,2,1,1,0,2,"",43,5,""
"10/29/24 18:02","10/29/24 18:25",0,"NA",100,1371,1,"10/29/24 18:25","R_3pROUHUN0KmNimF",NA,NA,NA,NA,"NA","NA","anonymous","EN",1,1,2,2,2.144,61.261,63.082,21,71,69,80,91,88,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","They would have the proper traffic signals the car would not have hit them",1,1,NA,NA,1,2,2,6,2,"",47,3,""
